API,Interface,Specification,Microsoft Edge,Google Chrome,Mozilla Firefox,Apple Safari,Documents
NOT_SUPPORTED_ERR,DOMException,False,True,True,True,True,""
PARSE_ERR,DOMException,False,True,False,False,False,""
prototype,DOMException,False,True,True,True,True,""
QUOTA_EXCEEDED_ERR,DOMException,False,True,True,True,True,""
result,DOMException,False,False,False,True,False,""
SECURITY_ERR,DOMException,False,True,True,True,True,""
SERIALIZE_ERR,DOMException,False,True,False,False,False,""
stack,DOMException,False,False,False,True,False,""
SYNTAX_ERR,DOMException,False,True,True,True,True,""
TIMEOUT_ERR,DOMException,False,True,True,True,True,""
toString,DOMException,False,True,True,False,True,""
TYPE_MISMATCH_ERR,DOMException,False,True,True,True,True,""
URL_MISMATCH_ERR,DOMException,False,True,True,True,True,""
VALIDATION_ERR,DOMException,False,True,True,True,True,""
WRONG_DOCUMENT_ERR,DOMException,False,True,True,True,True,""
add,DOMSettableTokenList,False,False,False,False,True,""
arguments,DOMSettableTokenList,False,True,True,False,False,""
caller,DOMSettableTokenList,False,True,True,False,False,""
constructor,DOMSettableTokenList,False,True,True,True,False,""
contains,DOMSettableTokenList,False,False,False,False,True,""
item,DOMSettableTokenList,False,False,False,False,True,""
length,DOMSettableTokenList,False,False,True,True,True,""
name,DOMSettableTokenList,False,True,True,True,False,""
prototype,DOMSettableTokenList,False,True,True,True,True,""
remove,DOMSettableTokenList,False,False,False,False,True,""
toggle,DOMSettableTokenList,False,False,False,False,True,""
value,DOMSettableTokenList,False,True,True,True,True,""
arguments,EXT_frag_depth,False,True,False,False,False,""
caller,EXT_frag_depth,False,True,False,False,False,""
constructor,EXT_frag_depth,False,True,False,False,False,""
name,EXT_frag_depth,False,True,False,False,False,""
prototype,EXT_frag_depth,False,True,False,False,False,""
arguments,EXT_texture_filter_anisotropic,False,True,False,False,False,""
caller,EXT_texture_filter_anisotropic,False,True,False,False,False,""
constructor,EXT_texture_filter_anisotropic,False,True,False,False,False,""
MAX_TEXTURE_MAX_ANISOTROPY_EXT,EXT_texture_filter_anisotropic,False,True,False,False,False,""
name,EXT_texture_filter_anisotropic,False,True,False,False,False,""
prototype,EXT_texture_filter_anisotropic,False,True,False,False,False,""
TEXTURE_MAX_ANISOTROPY_EXT,EXT_texture_filter_anisotropic,False,True,False,False,False,""
arguments,Geolocation,False,True,False,False,False,""
caller,Geolocation,False,True,False,False,False,""
clearWatch,Geolocation,False,True,False,False,False,""
constructor,Geolocation,False,True,False,False,False,""
getCurrentPosition,Geolocation,False,True,False,False,False,""
name,Geolocation,False,True,False,False,False,""
prototype,Geolocation,False,True,False,False,False,""
watchPosition,Geolocation,False,True,False,False,False,""
add,HTMLAreasCollection,False,True,False,False,False,""
arguments,HTMLAreasCollection,False,True,False,False,False,""
caller,HTMLAreasCollection,False,True,False,False,False,""
constructor,HTMLAreasCollection,False,True,False,False,False,""
name,HTMLAreasCollection,False,True,False,False,False,""
prototype,HTMLAreasCollection,False,True,False,False,False,""
remove,HTMLAreasCollection,False,True,False,False,False,""
align,Image,False,True,False,True,True,""
alt,Image,False,True,False,True,True,""
arguments,Image,False,True,True,False,False,""
border,Image,False,True,False,True,True,""
caller,Image,False,True,True,False,False,""
complete,Image,False,True,False,True,True,""
constructor,Image,False,True,True,True,True,""
crossOrigin,Image,False,True,False,True,True,""
currentSrc,Image,False,True,False,True,False,""
dynsrc,Image,False,False,False,False,False,""
fileCreatedDate,Image,False,False,False,False,False,""
fileModifiedDate,Image,False,False,False,False,False,""
fileUpdatedDate,Image,False,False,False,False,False,""
height,Image,False,True,False,True,True,""
href,Image,False,False,False,False,False,""
hspace,Image,False,True,False,True,True,""
isMap,Image,False,True,False,True,True,""
length,Image,False,False,True,True,False,""
longDesc,Image,False,True,False,True,True,""
loop,Image,False,False,False,False,False,""
lowsrc,Image,False,True,False,True,True,""
mimeType,Image,False,False,False,False,False,""
msPlayToDisabled,Image,False,True,False,False,False,""
msPlayToPreferredSourceUri,Image,False,True,False,False,False,""
msPlayToPrimary,Image,False,True,False,False,False,""
name,Image,False,True,True,True,True,""
nameProp,Image,False,False,False,False,False,""
naturalHeight,Image,False,True,False,True,True,""
naturalWidth,Image,False,True,False,True,True,""
protocol,Image,False,False,False,False,False,""
prototype,Image,False,True,True,True,True,""
sizes,Image,False,True,False,True,False,""
src,Image,False,True,False,True,True,""
srcset,Image,False,True,False,True,True,""
start,Image,False,False,False,False,False,""
useMap,Image,False,True,False,True,True,""
vrml,Image,False,False,False,False,False,""
vspace,Image,False,True,False,True,True,""
width,Image,False,True,False,True,True,""
x,Image,False,True,False,True,True,""
y,Image,False,True,False,True,True,""
arguments,MediaStreamError,False,True,False,False,False,""
caller,MediaStreamError,False,True,False,False,False,""
constraintName,MediaStreamError,False,True,False,False,False,""
constructor,MediaStreamError,False,True,False,False,False,""
message,MediaStreamError,False,True,False,False,False,""
name,MediaStreamError,False,True,False,False,False,""
prototype,MediaStreamError,False,True,False,False,False,""
arguments,MessageChannel,False,True,True,False,False,""
caller,MessageChannel,False,True,True,False,False,""
constructor,MessageChannel,False,True,True,True,True,""
length,MessageChannel,False,False,True,True,True,""
name,MessageChannel,False,True,True,True,False,""
port1,MessageChannel,False,True,True,True,True,""
port2,MessageChannel,False,True,True,True,True,""
prototype,MessageChannel,False,True,True,True,True,""
arguments,MessageEvent,False,True,True,False,False,""
caller,MessageEvent,False,True,True,False,False,""
constructor,MessageEvent,False,True,True,True,True,""
data,MessageEvent,False,True,True,True,True,""
initMessageEvent,MessageEvent,False,True,True,True,True,""
lastEventId,MessageEvent,False,False,True,True,True,""
length,MessageEvent,False,False,True,True,True,""
name,MessageEvent,False,True,True,True,False,""
origin,MessageEvent,False,True,True,True,True,""
ports,MessageEvent,False,True,True,True,True,""
prototype,MessageEvent,False,True,True,True,True,""
source,MessageEvent,False,True,True,True,True,""
webkitInitMessageEvent,MessageEvent,False,False,False,False,True,""
addEventListener,MessagePort,False,False,False,False,True,""
arguments,MessagePort,False,True,True,False,False,""
caller,MessagePort,False,True,True,False,False,""
close,MessagePort,False,True,True,True,True,""
constructor,MessagePort,False,True,True,True,True,""
dispatchEvent,MessagePort,False,False,False,False,True,""
length,MessagePort,False,False,True,True,True,""
name,MessagePort,False,True,True,True,False,""
onmessage,MessagePort,False,True,True,True,True,""
postMessage,MessagePort,False,True,True,True,True,""
prototype,MessagePort,False,True,True,True,True,""
removeEventListener,MessagePort,False,False,False,False,True,""
start,MessagePort,False,True,True,True,True,""
arguments,MSAssertion,False,True,False,False,False,""
caller,MSAssertion,False,True,False,False,False,""
constructor,MSAssertion,False,True,False,False,False,""
id,MSAssertion,False,True,False,False,False,""
name,MSAssertion,False,True,False,False,False,""
prototype,MSAssertion,False,True,False,False,False,""
type,MSAssertion,False,True,False,False,False,""
append,MSBlobBuilder,False,True,False,False,False,""
arguments,MSBlobBuilder,False,True,False,False,False,""
caller,MSBlobBuilder,False,True,False,False,False,""
constructor,MSBlobBuilder,False,True,False,False,False,""
getBlob,MSBlobBuilder,False,True,False,False,False,""
name,MSBlobBuilder,False,True,False,False,False,""
prototype,MSBlobBuilder,False,True,False,False,False,""
arguments,MSCredentials,False,True,False,False,False,""
caller,MSCredentials,False,True,False,False,False,""
constructor,MSCredentials,False,True,False,False,False,""
getAssertion,MSCredentials,False,True,False,False,False,""
makeCredential,MSCredentials,False,True,False,False,False,""
name,MSCredentials,False,True,False,False,False,""
prototype,MSCredentials,False,True,False,False,False,""
algorithm,MSFIDOCredentialAssertion,False,True,False,False,False,""
arguments,MSFIDOCredentialAssertion,False,True,False,False,False,""
attestation,MSFIDOCredentialAssertion,False,True,False,False,False,""
caller,MSFIDOCredentialAssertion,False,True,False,False,False,""
constructor,MSFIDOCredentialAssertion,False,True,False,False,False,""
name,MSFIDOCredentialAssertion,False,True,False,False,False,""
prototype,MSFIDOCredentialAssertion,False,True,False,False,False,""
publicKey,MSFIDOCredentialAssertion,False,True,False,False,False,""
transportHints,MSFIDOCredentialAssertion,False,True,False,False,False,""
arguments,MSFIDOSignature,False,True,False,False,False,""
authnrData,MSFIDOSignature,False,True,False,False,False,""
caller,MSFIDOSignature,False,True,False,False,False,""
clientData,MSFIDOSignature,False,True,False,False,False,""
constructor,MSFIDOSignature,False,True,False,False,False,""
name,MSFIDOSignature,False,True,False,False,False,""
prototype,MSFIDOSignature,False,True,False,False,False,""
signature,MSFIDOSignature,False,True,False,False,False,""
arguments,MSFIDOSignatureAssertion,False,True,False,False,False,""
caller,MSFIDOSignatureAssertion,False,True,False,False,False,""
constructor,MSFIDOSignatureAssertion,False,True,False,False,False,""
name,MSFIDOSignatureAssertion,False,True,False,False,False,""
prototype,MSFIDOSignatureAssertion,False,True,False,False,False,""
signature,MSFIDOSignatureAssertion,False,True,False,False,False,""
addPointer,MSGesture,False,True,False,False,False,""
arguments,MSGesture,False,True,False,False,False,""
caller,MSGesture,False,True,False,False,False,""
constructor,MSGesture,False,True,False,False,False,""
name,MSGesture,False,True,False,False,False,""
prototype,MSGesture,False,True,False,False,False,""
stop,MSGesture,False,True,False,False,False,""
target,MSGesture,False,True,False,False,False,""
arguments,MSGestureEvent,False,True,False,False,False,""
caller,MSGestureEvent,False,True,False,False,False,""
clientX,MSGestureEvent,False,True,False,False,False,""
clientY,MSGestureEvent,False,True,False,False,False,""
constructor,MSGestureEvent,False,True,False,False,False,""
expansion,MSGestureEvent,False,True,False,False,False,""
gestureObject,MSGestureEvent,False,True,False,False,False,""
hwTimestamp,MSGestureEvent,False,True,False,False,False,""
initGestureEvent,MSGestureEvent,False,True,False,False,False,""
MSGESTURE_FLAG_BEGIN,MSGestureEvent,False,True,False,False,False,""
MSGESTURE_FLAG_CANCEL,MSGestureEvent,False,True,False,False,False,""
MSGESTURE_FLAG_END,MSGestureEvent,False,True,False,False,False,""
MSGESTURE_FLAG_INERTIA,MSGestureEvent,False,True,False,False,False,""
MSGESTURE_FLAG_NONE,MSGestureEvent,False,True,False,False,False,""
name,MSGestureEvent,False,True,False,False,False,""
offsetX,MSGestureEvent,False,True,False,False,False,""
offsetY,MSGestureEvent,False,True,False,False,False,""
prototype,MSGestureEvent,False,True,False,False,False,""
rotation,MSGestureEvent,False,True,False,False,False,""
scale,MSGestureEvent,False,True,False,False,False,""
screenX,MSGestureEvent,False,True,False,False,False,""
screenY,MSGestureEvent,False,True,False,False,False,""
translationX,MSGestureEvent,False,True,False,False,False,""
translationY,MSGestureEvent,False,True,False,False,False,""
velocityAngular,MSGestureEvent,False,True,False,False,False,""
velocityExpansion,MSGestureEvent,False,True,False,False,False,""
velocityX,MSGestureEvent,False,True,False,False,False,""
velocityY,MSGestureEvent,False,True,False,False,False,""
arguments,MSGraphicsTrust,False,True,False,False,False,""
caller,MSGraphicsTrust,False,True,False,False,False,""
constrictionActive,MSGraphicsTrust,False,True,False,False,False,""
constructor,MSGraphicsTrust,False,True,False,False,False,""
name,MSGraphicsTrust,False,True,False,False,False,""
prototype,MSGraphicsTrust,False,True,False,False,False,""
status,MSGraphicsTrust,False,True,False,False,False,""
addEventListener,MSInputMethodContext,False,False,False,False,False,""
arguments,MSInputMethodContext,False,True,False,False,False,""
caller,MSInputMethodContext,False,True,False,False,False,""
compositionEndOffset,MSInputMethodContext,False,True,False,False,False,""
compositionStartOffset,MSInputMethodContext,False,True,False,False,False,""
constructor,MSInputMethodContext,False,True,False,False,False,""
dispatchEvent,MSInputMethodContext,False,False,False,False,False,""
getCandidateWindowClientRect,MSInputMethodContext,False,True,False,False,False,""
getCompositionAlternatives,MSInputMethodContext,False,True,False,False,False,""
hasComposition,MSInputMethodContext,False,True,False,False,False,""
isCandidateWindowVisible,MSInputMethodContext,False,True,False,False,False,""
name,MSInputMethodContext,False,True,False,False,False,""
oncandidatewindowhide,MSInputMethodContext,False,True,False,False,False,""
oncandidatewindowshow,MSInputMethodContext,False,True,False,False,False,""
oncandidatewindowupdate,MSInputMethodContext,False,True,False,False,False,""
prototype,MSInputMethodContext,False,True,False,False,False,""
removeEventListener,MSInputMethodContext,False,False,False,False,False,""
target,MSInputMethodContext,False,True,False,False,False,""
arguments,MSManipulationEvent,False,True,False,False,False,""
caller,MSManipulationEvent,False,True,False,False,False,""
constructor,MSManipulationEvent,False,True,False,False,False,""
currentState,MSManipulationEvent,False,True,False,False,False,""
inertiaDestinationX,MSManipulationEvent,False,True,False,False,False,""
inertiaDestinationY,MSManipulationEvent,False,True,False,False,False,""
initMSManipulationEvent,MSManipulationEvent,False,True,False,False,False,""
lastState,MSManipulationEvent,False,True,False,False,False,""
MS_MANIPULATION_STATE_ACTIVE,MSManipulationEvent,False,True,False,False,False,""
MS_MANIPULATION_STATE_CANCELLED,MSManipulationEvent,False,True,False,False,False,""
MS_MANIPULATION_STATE_COMMITTED,MSManipulationEvent,False,True,False,False,False,""
MS_MANIPULATION_STATE_DRAGGING,MSManipulationEvent,False,True,False,False,False,""
MS_MANIPULATION_STATE_INERTIA,MSManipulationEvent,False,True,False,False,False,""
MS_MANIPULATION_STATE_PRESELECT,MSManipulationEvent,False,True,False,False,False,""
MS_MANIPULATION_STATE_SELECTING,MSManipulationEvent,False,True,False,False,False,""
MS_MANIPULATION_STATE_STOPPED,MSManipulationEvent,False,True,False,False,False,""
